date,quote,rate_per_usd,source,retrieved_at
2017-12-29,JPY,112.57,ecb,2026-09-15
2017-12-29,KRW,1066.96,ecb,2026-09-15
2018-01-02,JPY,112.18,ecb,2026-09-15
2018-01-02,KRW,1062.24,ecb,2026-09-15
2018-01-03,JPY,112.26,ecb,2026-09-15
2018-01-03,KRW,1065.78,ecb,2026-09-15
2018-01-04,JPY,112.66,ecb,2026-09-15
2018-01-04,KRW,1063.52,ecb,2026-09-15
2018-01-05,JPY,113.28,ecb,2026-09-15
2018-01-05,KRW,1063.68,ecb,2026-09-15
2018-01-08,JPY,113.04,ecb,2026-09-15
2018-01-08,KRW,1067.29,ecb,2026-09-15
2018-01-09,JPY,112.56,ecb,2026-09-15
2018-01-09,KRW,1068.40,ecb,2026-09-15
2018-01-10,JPY,111.42,ecb,2026-09-15
2018-01-10,KRW,1068.17,ecb,2026-09-15
2018-01-11,JPY,111.67,ecb,2026-09-15
2018-01-11,KRW,1067.10,ecb,2026-09-15
2018-01-12,JPY,111.13,ecb,2026-09-15
2018-01-12,KRW,1062.49,ecb,2026-09-15
2018-01-15,JPY,110.62,ecb,2026-09-15
2018-01-15,KRW,1063.57,ecb,2026-09-15
2018-01-16,JPY,110.71,ecb,2026-09-15
2018-01-16,KRW,1064.92,ecb,2026-09-15
2018-01-17,JPY,110.80,ecb,2026-09-15
2018-01-17,KRW,1068.30,ecb,2026-09-15
2018-01-18,JPY,111.21,ecb,2026-09-15
2018-01-18,KRW,1067.93,ecb,2026-09-15
2018-01-19,JPY,110.60,ecb,2026-09-15
2018-01-19,KRW,1066.44,ecb,2026-09-15
2018-01-22,JPY,110.84,ecb,2026-09-15
2018-01-22,KRW,1070.33,ecb,2026-09-15
2018-01-23,JPY,110.50,ecb,2026-09-15
2018-01-23,KRW,1075.88,ecb,2026-09-15
2018-01-24,JPY,109.40,ecb,2026-09-15
2018-01-24,KRW,1064.87,ecb,2026-09-15
2018-01-25,JPY,108.91,ecb,2026-09-15
2018-01-25,KRW,1059.41,ecb,2026-09-15
2018-01-26,JPY,109.32,ecb,2026-09-15
2018-01-26,KRW,1064.39,ecb,2026-09-15
2018-01-29,JPY,108.85,ecb,2026-09-15
2018-01-29,KRW,1070.15,ecb,2026-09-15
2018-01-30,JPY,108.67,ecb,2026-09-15
2018-01-30,KRW,1070.16,ecb,2026-09-15
2018-01-31,JPY,108.85,ecb,2026-09-15
2018-01-31,KRW,1065.29,ecb,2026-09-15
2018-02-01,JPY,109.66,ecb,2026-09-15
2018-02-01,KRW,1071.08,ecb,2026-09-15
2018-02-02,JPY,109.85,ecb,2026-09-15
2018-02-02,KRW,1084.83,ecb,2026-09-15
2018-02-05,JPY,109.86,ecb,2026-09-15
2018-02-05,KRW,1087.33,ecb,2026-09-15
2018-02-06,JPY,109.47,ecb,2026-09-15
2018-02-06,KRW,1086.78,ecb,2026-09-15
2018-02-07,JPY,109.29,ecb,2026-09-15
2018-02-07,KRW,1082.61,ecb,2026-09-15
2018-02-08,JPY,109.62,ecb,2026-09-15
2018-02-08,KRW,1089.92,ecb,2026-09-15
2018-02-09,JPY,108.85,ecb,2026-09-15
2018-02-09,KRW,1088.72,ecb,2026-09-15
2018-02-12,JPY,108.64,ecb,2026-09-15
2018-02-12,KRW,1083.18,ecb,2026-09-15
2018-02-13,JPY,107.69,ecb,2026-09-15
2018-02-13,KRW,1085.09,ecb,2026-09-15
2018-02-14,JPY,107.22,ecb,2026-09-15
2018-02-14,KRW,1078.06,ecb,2026-09-15
2018-02-15,JPY,106.55,ecb,2026-09-15
2018-02-15,KRW,1065.20,ecb,2026-09-15
2018-02-16,JPY,106.18,ecb,2026-09-15
2018-02-16,KRW,1064.87,ecb,2026-09-15
2018-02-19,JPY,106.56,ecb,2026-09-15
2018-02-19,KRW,1066.86,ecb,2026-09-15
2018-02-20,JPY,107.17,ecb,2026-09-15
2018-02-20,KRW,1072.69,ecb,2026-09-15
2018-02-21,JPY,107.55,ecb,2026-09-15
2018-02-21,KRW,1073.77,ecb,2026-09-15
2018-02-22,JPY,107.10,ecb,2026-09-15
2018-02-22,KRW,1084.44,ecb,2026-09-15
2018-02-23,JPY,106.74,ecb,2026-09-15
2018-02-23,KRW,1076.81,ecb,2026-09-15
2018-02-26,JPY,106.82,ecb,2026-09-15
2018-02-26,KRW,1071.56,ecb,2026-09-15
2018-02-27,JPY,107.12,ecb,2026-09-15
2018-02-27,KRW,1071.87,ecb,2026-09-15
2018-02-28,JPY,107.02,ecb,2026-09-15
2018-02-28,KRW,1080.93,ecb,2026-09-15
2018-03-01,JPY,106.79,ecb,2026-09-15
2018-03-01,KRW,1087.41,ecb,2026-09-15
2018-03-02,JPY,105.40,ecb,2026-09-15
2018-03-02,KRW,1084.18,ecb,2026-09-15
2018-03-05,JPY,105.65,ecb,2026-09-15
2018-03-05,KRW,1079.62,ecb,2026-09-15
2018-03-06,JPY,106.23,ecb,2026-09-15
2018-03-06,KRW,1061.09,ecb,2026-09-15
2018-03-07,JPY,105.83,ecb,2026-09-15
2018-03-07,KRW,1069.27,ecb,2026-09-15
2018-03-08,JPY,106.13,ecb,2026-09-15
2018-03-08,KRW,1071.84,ecb,2026-09-15
2018-03-09,JPY,106.83,ecb,2026-09-15
2018-03-09,KRW,1070.30,ecb,2026-09-15
2018-03-12,JPY,106.52,ecb,2026-09-15
2018-03-12,KRW,1066.62,ecb,2026-09-15
2018-03-13,JPY,106.89,ecb,2026-09-15
2018-03-13,KRW,1063.86,ecb,2026-09-15
2018-03-14,JPY,106.53,ecb,2026-09-15
2018-03-14,KRW,1062.31,ecb,2026-09-15
2018-03-15,JPY,106.07,ecb,2026-09-15
2018-03-15,KRW,1065.24,ecb,2026-09-15
2018-03-16,JPY,105.85,ecb,2026-09-15
2018-03-16,KRW,1067.74,ecb,2026-09-15
2018-03-19,JPY,106.14,ecb,2026-09-15
2018-03-19,KRW,1073.33,ecb,2026-09-15
2018-03-20,JPY,106.48,ecb,2026-09-15
2018-03-20,KRW,1071.14,ecb,2026-09-15
2018-03-21,JPY,106.22,ecb,2026-09-15
2018-03-21,KRW,1072.13,ecb,2026-09-15
2018-03-22,JPY,105.35,ecb,2026-09-15
2018-03-22,KRW,1080.32,ecb,2026-09-15
2018-03-23,JPY,105.09,ecb,2026-09-15
2018-03-23,KRW,1077.51,ecb,2026-09-15
2018-03-26,JPY,105.12,ecb,2026-09-15
2018-03-26,KRW,1077.26,ecb,2026-09-15
2018-03-27,JPY,105.88,ecb,2026-09-15
2018-03-27,KRW,1073.74,ecb,2026-09-15
2018-03-28,JPY,106.15,ecb,2026-09-15
2018-03-28,KRW,1065.87,ecb,2026-09-15
2018-03-29,JPY,106.44,ecb,2026-09-15
2018-03-29,KRW,1063.95,ecb,2026-09-15
2018-04-03,JPY,106.24,ecb,2026-09-15
2018-04-03,KRW,1054.49,ecb,2026-09-15
2018-04-04,JPY,106.25,ecb,2026-09-15
2018-04-04,KRW,1064.23,ecb,2026-09-15
2018-04-05,JPY,107.06,ecb,2026-09-15
2018-04-05,KRW,1059.88,ecb,2026-09-15
2018-04-06,JPY,107.34,ecb,2026-09-15
2018-04-06,KRW,1071.56,ecb,2026-09-15
2018-04-09,JPY,107.01,ecb,2026-09-15
2018-04-09,KRW,1070.13,ecb,2026-09-15
2018-04-10,JPY,107.01,ecb,2026-09-15
2018-04-10,KRW,1067.47,ecb,2026-09-15
2018-04-11,JPY,106.80,ecb,2026-09-15
2018-04-11,KRW,1069.61,ecb,2026-09-15
2018-04-12,JPY,107.15,ecb,2026-09-15
2018-04-12,KRW,1071.05,ecb,2026-09-15
2018-04-13,JPY,107.69,ecb,2026-09-15
2018-04-13,KRW,1068.65,ecb,2026-09-15
2018-04-16,JPY,107.33,ecb,2026-09-15
2018-04-16,KRW,1073.83,ecb,2026-09-15
2018-04-17,JPY,107.11,ecb,2026-09-15
2018-04-17,KRW,1068.71,ecb,2026-09-15
2018-04-18,JPY,107.22,ecb,2026-09-15
2018-04-18,KRW,1065.19,ecb,2026-09-15
2018-04-19,JPY,107.32,ecb,2026-09-15
2018-04-19,KRW,1061.52,ecb,2026-09-15
2018-04-20,JPY,107.57,ecb,2026-09-15
2018-04-20,KRW,1069.35,ecb,2026-09-15
2018-04-23,JPY,108.17,ecb,2026-09-15
2018-04-23,KRW,1077.24,ecb,2026-09-15
2018-04-24,JPY,108.83,ecb,2026-09-15
2018-04-24,KRW,1076.44,ecb,2026-09-15
2018-04-25,JPY,109.18,ecb,2026-09-15
2018-04-25,KRW,1083.80,ecb,2026-09-15
2018-04-26,JPY,109.20,ecb,2026-09-15
2018-04-26,KRW,1077.05,ecb,2026-09-15
2018-04-27,JPY,109.32,ecb,2026-09-15
2018-04-27,KRW,1070.27,ecb,2026-09-15
2018-04-30,JPY,109.38,ecb,2026-09-15
2018-04-30,KRW,1069.66,ecb,2026-09-15
2018-05-02,JPY,109.80,ecb,2026-09-15
2018-05-02,KRW,1075.66,ecb,2026-09-15
2018-05-03,JPY,109.26,ecb,2026-09-15
2018-05-03,KRW,1074.85,ecb,2026-09-15
2018-05-04,JPY,108.92,ecb,2026-09-15
2018-05-04,KRW,1076.38,ecb,2026-09-15
2018-05-07,JPY,109.35,ecb,2026-09-15
2018-05-07,KRW,1082.25,ecb,2026-09-15
2018-05-08,JPY,109.06,ecb,2026-09-15
2018-05-08,KRW,1077.42,ecb,2026-09-15
2018-05-09,JPY,109.64,ecb,2026-09-15
2018-05-09,KRW,1077.15,ecb,2026-09-15
2018-05-10,JPY,109.63,ecb,2026-09-15
2018-05-10,KRW,1069.83,ecb,2026-09-15
2018-05-11,JPY,109.30,ecb,2026-09-15
2018-05-11,KRW,1066.76,ecb,2026-09-15
2018-05-14,JPY,109.50,ecb,2026-09-15
2018-05-14,KRW,1068.35,ecb,2026-09-15
2018-05-15,JPY,110.05,ecb,2026-09-15
2018-05-15,KRW,1076.43,ecb,2026-09-15
2018-05-16,JPY,110.17,ecb,2026-09-15
2018-05-16,KRW,1081.55,ecb,2026-09-15
2018-05-17,JPY,110.68,ecb,2026-09-15
2018-05-17,KRW,1080.56,ecb,2026-09-15
2018-05-18,JPY,110.93,ecb,2026-09-15
2018-05-18,KRW,1080.87,ecb,2026-09-15
2018-05-21,JPY,111.27,ecb,2026-09-15
2018-05-21,KRW,1084.16,ecb,2026-09-15
2018-05-22,JPY,110.82,ecb,2026-09-15
2018-05-22,KRW,1075.06,ecb,2026-09-15
2018-05-23,JPY,109.85,ecb,2026-09-15
2018-05-23,KRW,1081.95,ecb,2026-09-15
2018-05-24,JPY,109.53,ecb,2026-09-15
2018-05-24,KRW,1078.42,ecb,2026-09-15
2018-05-25,JPY,109.40,ecb,2026-09-15
2018-05-25,KRW,1078.84,ecb,2026-09-15
2018-05-28,JPY,109.35,ecb,2026-09-15
2018-05-28,KRW,1074.23,ecb,2026-09-15
2018-05-29,JPY,108.91,ecb,2026-09-15
2018-05-29,KRW,1080.21,ecb,2026-09-15
2018-05-30,JPY,108.98,ecb,2026-09-15
2018-05-30,KRW,1079.27,ecb,2026-09-15
2018-05-31,JPY,108.84,ecb,2026-09-15
2018-05-31,KRW,1078.08,ecb,2026-09-15
2018-06-01,JPY,109.47,ecb,2026-09-15
2018-06-01,KRW,1074.79,ecb,2026-09-15
2018-06-04,JPY,109.43,ecb,2026-09-15
2018-06-04,KRW,1069.17,ecb,2026-09-15
2018-06-05,JPY,109.70,ecb,2026-09-15
2018-06-05,KRW,1070.95,ecb,2026-09-15
2018-06-06,JPY,110.13,ecb,2026-09-15
2018-06-06,KRW,1067.11,ecb,2026-09-15
2018-06-07,JPY,110.05,ecb,2026-09-15
2018-06-07,KRW,1069.97,ecb,2026-09-15
2018-06-08,JPY,109.44,ecb,2026-09-15
2018-06-08,KRW,1074.92,ecb,2026-09-15
2018-06-11,JPY,109.94,ecb,2026-09-15
2018-06-11,KRW,1075.62,ecb,2026-09-15
2018-06-12,JPY,110.31,ecb,2026-09-15
2018-06-12,KRW,1079.18,ecb,2026-09-15
2018-06-13,JPY,110.53,ecb,2026-09-15
2018-06-13,KRW,1084.56,ecb,2026-09-15
2018-06-14,JPY,110.10,ecb,2026-09-15
2018-06-14,KRW,1082.30,ecb,2026-09-15
2018-06-15,JPY,110.65,ecb,2026-09-15
2018-06-15,KRW,1097.73,ecb,2026-09-15
2018-06-18,JPY,110.45,ecb,2026-09-15
2018-06-18,KRW,1104.42,ecb,2026-09-15
2018-06-19,JPY,109.92,ecb,2026-09-15
2018-06-19,KRW,1116.62,ecb,2026-09-15
2018-06-20,JPY,110.03,ecb,2026-09-15
2018-06-20,KRW,1107.26,ecb,2026-09-15
2018-06-21,JPY,110.58,ecb,2026-09-15
2018-06-21,KRW,1110.06,ecb,2026-09-15
2018-06-22,JPY,110.15,ecb,2026-09-15
2018-06-22,KRW,1110.71,ecb,2026-09-15
2018-06-25,JPY,109.58,ecb,2026-09-15
2018-06-25,KRW,1114.49,ecb,2026-09-15
2018-06-26,JPY,109.62,ecb,2026-09-15
2018-06-26,KRW,1119.19,ecb,2026-09-15
2018-06-27,JPY,110.26,ecb,2026-09-15
2018-06-27,KRW,1118.18,ecb,2026-09-15
2018-06-28,JPY,110.19,ecb,2026-09-15
2018-06-28,KRW,1122.57,ecb,2026-09-15
2018-06-29,JPY,110.69,ecb,2026-09-15
2018-06-29,KRW,1112.30,ecb,2026-09-15
2018-07-02,JPY,110.71,ecb,2026-09-15
2018-07-02,KRW,1120.26,ecb,2026-09-15
2018-07-03,JPY,110.66,ecb,2026-09-15
2018-07-03,KRW,1112.79,ecb,2026-09-15
2018-07-04,JPY,110.50,ecb,2026-09-15
2018-07-04,KRW,1117.68,ecb,2026-09-15
2018-07-05,JPY,110.62,ecb,2026-09-15
2018-07-05,KRW,1118.01,ecb,2026-09-15
2018-07-06,JPY,110.59,ecb,2026-09-15
2018-07-06,KRW,1118.15,ecb,2026-09-15
2018-07-09,JPY,110.45,ecb,2026-09-15
2018-07-09,KRW,1111.10,ecb,2026-09-15
2018-07-10,JPY,111.24,ecb,2026-09-15
2018-07-10,KRW,1117.25,ecb,2026-09-15
2018-07-11,JPY,111.23,ecb,2026-09-15
2018-07-11,KRW,1123.71,ecb,2026-09-15
2018-07-12,JPY,112.48,ecb,2026-09-15
2018-07-12,KRW,1125.85,ecb,2026-09-15
2018-07-13,JPY,112.55,ecb,2026-09-15
2018-07-13,KRW,1133.47,ecb,2026-09-15
2018-07-16,JPY,112.33,ecb,2026-09-15
2018-07-16,KRW,1127.07,ecb,2026-09-15
2018-07-17,JPY,112.59,ecb,2026-09-15
2018-07-17,KRW,1127.30,ecb,2026-09-15
2018-07-18,JPY,112.76,ecb,2026-09-15
2018-07-18,KRW,1134.22,ecb,2026-09-15
2018-07-19,JPY,113.03,ecb,2026-09-15
2018-07-19,KRW,1139.70,ecb,2026-09-15
2018-07-20,JPY,112.20,ecb,2026-09-15
2018-07-20,KRW,1133.43,ecb,2026-09-15
2018-07-23,JPY,111.11,ecb,2026-09-15
2018-07-23,KRW,1134.30,ecb,2026-09-15
2018-07-24,JPY,111.11,ecb,2026-09-15
2018-07-24,KRW,1128.35,ecb,2026-09-15
2018-07-25,JPY,111.04,ecb,2026-09-15
2018-07-25,KRW,1122.73,ecb,2026-09-15
2018-07-26,JPY,110.88,ecb,2026-09-15
2018-07-26,KRW,1119.68,ecb,2026-09-15
2018-07-27,JPY,111.18,ecb,2026-09-15
2018-07-27,KRW,1118.43,ecb,2026-09-15
2018-07-30,JPY,111.08,ecb,2026-09-15
2018-07-30,KRW,1117.76,ecb,2026-09-15
2018-07-31,JPY,111.49,ecb,2026-09-15
2018-07-31,KRW,1118.60,ecb,2026-09-15
2018-08-01,JPY,111.84,ecb,2026-09-15
2018-08-01,KRW,1117.82,ecb,2026-09-15
2018-08-02,JPY,111.41,ecb,2026-09-15
2018-08-02,KRW,1130.00,ecb,2026-09-15
2018-08-03,JPY,111.58,ecb,2026-09-15
2018-08-03,KRW,1124.54,ecb,2026-09-15
2018-08-06,JPY,111.48,ecb,2026-09-15
2018-08-06,KRW,1125.59,ecb,2026-09-15
2018-08-07,JPY,111.08,ecb,2026-09-15
2018-08-07,KRW,1119.95,ecb,2026-09-15
2018-08-08,JPY,111.07,ecb,2026-09-15
2018-08-08,KRW,1120.53,ecb,2026-09-15
2018-08-09,JPY,111.14,ecb,2026-09-15
2018-08-09,KRW,1119.67,ecb,2026-09-15
2018-08-10,JPY,110.92,ecb,2026-09-15
2018-08-10,KRW,1129.14,ecb,2026-09-15
2018-08-13,JPY,110.59,ecb,2026-09-15
2018-08-13,KRW,1135.20,ecb,2026-09-15
2018-08-14,JPY,110.84,ecb,2026-09-15
2018-08-14,KRW,1128.00,ecb,2026-09-15
2018-08-15,JPY,111.01,ecb,2026-09-15
2018-08-15,KRW,1135.49,ecb,2026-09-15
2018-08-16,JPY,110.84,ecb,2026-09-15
2018-08-16,KRW,1129.78,ecb,2026-09-15
2018-08-17,JPY,110.39,ecb,2026-09-15
2018-08-17,KRW,1125.78,ecb,2026-09-15
2018-08-20,JPY,110.55,ecb,2026-09-15
2018-08-20,KRW,1122.32,ecb,2026-09-15
2018-08-21,JPY,110.42,ecb,2026-09-15
2018-08-21,KRW,1119.62,ecb,2026-09-15
2018-08-22,JPY,110.26,ecb,2026-09-15
2018-08-22,KRW,1118.24,ecb,2026-09-15
2018-08-23,JPY,110.81,ecb,2026-09-15
2018-08-23,KRW,1122.51,ecb,2026-09-15
2018-08-24,JPY,111.30,ecb,2026-09-15
2018-08-24,KRW,1115.30,ecb,2026-09-15
2018-08-27,JPY,111.03,ecb,2026-09-15
2018-08-27,KRW,1112.71,ecb,2026-09-15
2018-08-28,JPY,111.04,ecb,2026-09-15
2018-08-28,KRW,1105.61,ecb,2026-09-15
2018-08-29,JPY,111.26,ecb,2026-09-15
2018-08-29,KRW,1114.30,ecb,2026-09-15
2018-08-30,JPY,111.46,ecb,2026-09-15
2018-08-30,KRW,1109.76,ecb,2026-09-15
2018-08-31,JPY,110.76,ecb,2026-09-15
2018-08-31,KRW,1117.42,ecb,2026-09-15
2018-09-03,JPY,111.15,ecb,2026-09-15
2018-09-03,KRW,1112.10,ecb,2026-09-15
2018-09-04,JPY,111.23,ecb,2026-09-15
2018-09-04,KRW,1117.57,ecb,2026-09-15
2018-09-05,JPY,111.53,ecb,2026-09-15
2018-09-05,KRW,1122.22,ecb,2026-09-15
2018-09-06,JPY,111.35,ecb,2026-09-15
2018-09-06,KRW,1121.51,ecb,2026-09-15
2018-09-07,JPY,110.84,ecb,2026-09-15
2018-09-07,KRW,1122.75,ecb,2026-09-15
2018-09-10,JPY,111.09,ecb,2026-09-15
2018-09-10,KRW,1129.11,ecb,2026-09-15
2018-09-11,JPY,111.30,ecb,2026-09-15
2018-09-11,KRW,1128.51,ecb,2026-09-15
2018-09-12,JPY,111.46,ecb,2026-09-15
2018-09-12,KRW,1128.50,ecb,2026-09-15
2018-09-13,JPY,111.60,ecb,2026-09-15
2018-09-13,KRW,1121.24,ecb,2026-09-15
2018-09-14,JPY,111.86,ecb,2026-09-15
2018-09-14,KRW,1118.94,ecb,2026-09-15
2018-09-17,JPY,112.06,ecb,2026-09-15
2018-09-17,KRW,1124.97,ecb,2026-09-15
2018-09-18,JPY,112.17,ecb,2026-09-15
2018-09-18,KRW,1124.31,ecb,2026-09-15
2018-09-19,JPY,112.23,ecb,2026-09-15
2018-09-19,KRW,1121.76,ecb,2026-09-15
2018-09-20,JPY,112.14,ecb,2026-09-15
2018-09-20,KRW,1118.72,ecb,2026-09-15
2018-09-21,JPY,112.63,ecb,2026-09-15
2018-09-21,KRW,1116.10,ecb,2026-09-15
2018-09-24,JPY,112.60,ecb,2026-09-15
2018-09-24,KRW,1117.06,ecb,2026-09-15
2018-09-25,JPY,112.75,ecb,2026-09-15
2018-09-25,KRW,1118.24,ecb,2026-09-15
2018-09-26,JPY,112.98,ecb,2026-09-15
2018-09-26,KRW,1115.44,ecb,2026-09-15
2018-09-27,JPY,112.88,ecb,2026-09-15
2018-09-27,KRW,1112.00,ecb,2026-09-15
2018-09-28,JPY,113.36,ecb,2026-09-15
2018-09-28,KRW,1110.70,ecb,2026-09-15
2018-10-01,JPY,113.95,ecb,2026-09-15
2018-10-01,KRW,1111.63,ecb,2026-09-15
2018-10-02,JPY,113.89,ecb,2026-09-15
2018-10-02,KRW,1118.01,ecb,2026-09-15
2018-10-03,JPY,113.85,ecb,2026-09-15
2018-10-03,KRW,1119.93,ecb,2026-09-15
2018-10-04,JPY,114.16,ecb,2026-09-15
2018-10-04,KRW,1128.73,ecb,2026-09-15
2018-10-05,JPY,113.88,ecb,2026-09-15
2018-10-05,KRW,1128.32,ecb,2026-09-15
2018-10-08,JPY,113.36,ecb,2026-09-15
2018-10-08,KRW,1136.76,ecb,2026-09-15
2018-10-09,JPY,113.21,ecb,2026-09-15
2018-10-09,KRW,1137.75,ecb,2026-09-15
2018-10-10,JPY,113.24,ecb,2026-09-15
2018-10-10,KRW,1137.17,ecb,2026-09-15
2018-10-11,JPY,112.31,ecb,2026-09-15
2018-10-11,KRW,1140.99,ecb,2026-09-15
2018-10-12,JPY,112.31,ecb,2026-09-15
2018-10-12,KRW,1131.17,ecb,2026-09-15
2018-10-15,JPY,111.85,ecb,2026-09-15
2018-10-15,KRW,1129.10,ecb,2026-09-15
2018-10-16,JPY,112.13,ecb,2026-09-15
2018-10-16,KRW,1123.60,ecb,2026-09-15
2018-10-17,JPY,112.25,ecb,2026-09-15
2018-10-17,KRW,1127.04,ecb,2026-09-15
2018-10-18,JPY,112.51,ecb,2026-09-15
2018-10-18,KRW,1135.64,ecb,2026-09-15
2018-10-19,JPY,112.51,ecb,2026-09-15
2018-10-19,KRW,1130,ecb,2026-09-15
2018-10-22,JPY,112.78,ecb,2026-09-15
2018-10-22,KRW,1131.68,ecb,2026-09-15
2018-10-23,JPY,112.18,ecb,2026-09-15
2018-10-23,KRW,1137.66,ecb,2026-09-15
2018-10-24,JPY,112.71,ecb,2026-09-15
2018-10-24,KRW,1133.68,ecb,2026-09-15
2018-10-25,JPY,112.36,ecb,2026-09-15
2018-10-25,KRW,1135.60,ecb,2026-09-15
2018-10-26,JPY,112.06,ecb,2026-09-15
2018-10-26,KRW,1144.26,ecb,2026-09-15
2018-10-29,JPY,112.40,ecb,2026-09-15
2018-10-29,KRW,1139.93,ecb,2026-09-15
2018-10-30,JPY,112.80,ecb,2026-09-15
2018-10-30,KRW,1139.56,ecb,2026-09-15
2018-10-31,JPY,113.23,ecb,2026-09-15
2018-10-31,KRW,1140.75,ecb,2026-09-15
2018-11-01,JPY,112.81,ecb,2026-09-15
2018-11-01,KRW,1128.50,ecb,2026-09-15
2018-11-02,JPY,112.89,ecb,2026-09-15
2018-11-02,KRW,1117.85,ecb,2026-09-15
2018-11-05,JPY,113.29,ecb,2026-09-15
2018-11-05,KRW,1124.60,ecb,2026-09-15
2018-11-06,JPY,113.15,ecb,2026-09-15
2018-11-06,KRW,1120.84,ecb,2026-09-15
2018-11-07,JPY,113.19,ecb,2026-09-15
2018-11-07,KRW,1119.74,ecb,2026-09-15
2018-11-08,JPY,113.71,ecb,2026-09-15
2018-11-08,KRW,1116.84,ecb,2026-09-15
2018-11-09,JPY,113.93,ecb,2026-09-15
2018-11-09,KRW,1127.07,ecb,2026-09-15
2018-11-12,JPY,113.80,ecb,2026-09-15
2018-11-12,KRW,1136.37,ecb,2026-09-15
2018-11-13,JPY,113.95,ecb,2026-09-15
2018-11-13,KRW,1134.19,ecb,2026-09-15
2018-11-14,JPY,113.88,ecb,2026-09-15
2018-11-14,KRW,1132.15,ecb,2026-09-15
2018-11-15,JPY,113.37,ecb,2026-09-15
2018-11-15,KRW,1130.46,ecb,2026-09-15
2018-11-16,JPY,113.14,ecb,2026-09-15
2018-11-16,KRW,1131.50,ecb,2026-09-15
2018-11-19,JPY,112.79,ecb,2026-09-15
2018-11-19,KRW,1126.83,ecb,2026-09-15
2018-11-20,JPY,112.37,ecb,2026-09-15
2018-11-20,KRW,1127.71,ecb,2026-09-15
2018-11-21,JPY,113.10,ecb,2026-09-15
2018-11-21,KRW,1128.11,ecb,2026-09-15
2018-11-22,JPY,112.95,ecb,2026-09-15
2018-11-22,KRW,1129.10,ecb,2026-09-15
2018-11-23,JPY,112.82,ecb,2026-09-15
2018-11-23,KRW,1132.09,ecb,2026-09-15
2018-11-26,JPY,113.26,ecb,2026-09-15
2018-11-26,KRW,1128.10,ecb,2026-09-15
2018-11-27,JPY,113.58,ecb,2026-09-15
2018-11-27,KRW,1129.21,ecb,2026-09-15
2018-11-28,JPY,113.85,ecb,2026-09-15
2018-11-28,KRW,1128.26,ecb,2026-09-15
2018-11-29,JPY,113.28,ecb,2026-09-15
2018-11-29,KRW,1120.20,ecb,2026-09-15
2018-11-30,JPY,113.56,ecb,2026-09-15
2018-11-30,KRW,1121.61,ecb,2026-09-15
2018-12-03,JPY,113.57,ecb,2026-09-15
2018-12-03,KRW,1112.28,ecb,2026-09-15
2018-12-04,JPY,112.79,ecb,2026-09-15
2018-12-04,KRW,1105.30,ecb,2026-09-15
2018-12-05,JPY,113.01,ecb,2026-09-15
2018-12-05,KRW,1113.61,ecb,2026-09-15
2018-12-06,JPY,112.80,ecb,2026-09-15
2018-12-06,KRW,1121.51,ecb,2026-09-15
2018-12-07,JPY,112.88,ecb,2026-09-15
2018-12-07,KRW,1124.50,ecb,2026-09-15
2018-12-10,JPY,112.73,ecb,2026-09-15
2018-12-10,KRW,1126.84,ecb,2026-09-15
2018-12-11,JPY,113.15,ecb,2026-09-15
2018-12-11,KRW,1128.54,ecb,2026-09-15
2018-12-12,JPY,113.41,ecb,2026-09-15
2018-12-12,KRW,1128.70,ecb,2026-09-15
2018-12-13,JPY,113.50,ecb,2026-09-15
2018-12-13,KRW,1124.40,ecb,2026-09-15
2018-12-14,JPY,113.54,ecb,2026-09-15
2018-12-14,KRW,1134.40,ecb,2026-09-15
2018-12-17,JPY,113.25,ecb,2026-09-15
2018-12-17,KRW,1130.60,ecb,2026-09-15
2018-12-18,JPY,112.38,ecb,2026-09-15
2018-12-18,KRW,1128.90,ecb,2026-09-15
2018-12-19,JPY,112.33,ecb,2026-09-15
2018-12-19,KRW,1126.00,ecb,2026-09-15
2018-12-20,JPY,111.73,ecb,2026-09-15
2018-12-20,KRW,1121.90,ecb,2026-09-15
2018-12-21,JPY,111.25,ecb,2026-09-15
2018-12-21,KRW,1123.80,ecb,2026-09-15
2018-12-24,JPY,110.86,ecb,2026-09-15
2018-12-24,KRW,1125.18,ecb,2026-09-15
2018-12-27,JPY,110.87,ecb,2026-09-15
2018-12-27,KRW,1122.30,ecb,2026-09-15
2018-12-28,JPY,110.35,ecb,2026-09-15
2018-12-28,KRW,1116.95,ecb,2026-09-15
2018-12-31,JPY,109.91,ecb,2026-09-15
2018-12-31,KRW,1116.10,ecb,2026-09-15
2019-01-02,JPY,109.05,ecb,2026-09-15
2019-01-02,KRW,1121.80,ecb,2026-09-15
2019-01-03,JPY,107.69,ecb,2026-09-15
2019-01-03,KRW,1127.22,ecb,2026-09-15
2019-01-04,JPY,108.04,ecb,2026-09-15
2019-01-04,KRW,1121.75,ecb,2026-09-15
2019-01-07,JPY,108.26,ecb,2026-09-15
2019-01-07,KRW,1119.40,ecb,2026-09-15
2019-01-08,JPY,108.79,ecb,2026-09-15
2019-01-08,KRW,1126.42,ecb,2026-09-15
2019-01-09,JPY,108.86,ecb,2026-09-15
2019-01-09,KRW,1121.05,ecb,2026-09-15
2019-01-10,JPY,108.11,ecb,2026-09-15
2019-01-10,KRW,1117.50,ecb,2026-09-15
2019-01-11,JPY,108.31,ecb,2026-09-15
