yyyymm,period_type,imex,dimension,name,value_usd_k,retrieved_at
2025-06,D20,E,country,대만,2235035,2026-09-11
2025-06,FULL,E,country,대만,4348540,2026-09-11
2025-06,D10,E,country,일본,589326,2026-09-11
2025-06,D20,E,country,일본,1620688,2026-09-11
2025-06,FULL,E,country,일본,2440273,2026-09-11
2025-06,D10,E,country,홍콩,565711,2026-09-11
2025-06,D20,E,country,홍콩,1663170,2026-09-11
2025-06,FULL,E,country,홍콩,3181149,2026-09-11
2025-06,D10,E,country,싱가포르,474396,2026-09-11
2025-06,D20,E,country,싱가포르,862304,2026-09-11
2025-06,FULL,E,country,싱가포르,1529376,2026-09-11
2025-06,D10,E,country,인도,447377,2026-09-11
2025-06,D20,E,country,인도,1124252,2026-09-11
2025-06,FULL,E,country,인도,1582585,2026-09-11
2025-06,D10,E,country,말레이시아,309093,2026-09-11
2025-06,D20,E,country,말레이시아,731769,2026-09-11
2025-06,FULL,E,country,말레이시아,1031925,2026-09-11
2025-07,D10,E,country,중국,3739956,2026-09-11
2025-07,D20,E,country,중국,6883369,2026-09-11
2025-07,FULL,E,country,중국,11047812,2026-09-11
2025-07,D10,E,country,미국,3432784,2026-09-11
2025-07,D20,E,country,미국,6421308,2026-09-11
2025-07,FULL,E,country,미국,10333446,2026-09-11
2025-07,D10,E,country,유럽연합,1950718,2026-09-11
2025-07,D20,E,country,유럽연합,3811142,2026-09-11
2025-07,FULL,E,country,유럽연합,6025444,2026-09-11
2025-07,D10,E,country,베트남,1790444,2026-09-11
2025-07,D20,E,country,베트남,3403204,2026-09-11
2025-07,FULL,E,country,베트남,5540385,2026-09-11
2025-07,D10,E,country,대만,938531,2026-09-11
2025-07,D20,E,country,대만,1970674,2026-09-11
2025-07,FULL,E,country,대만,4652836,2026-09-11
2025-07,D10,E,country,일본,825218,2026-09-11
2025-07,D20,E,country,일본,1507047,2026-09-11
2025-07,FULL,E,country,일본,2483646,2026-09-11
2025-07,D10,E,country,인도,553914,2026-09-11
2025-07,D20,E,country,인도,1043592,2026-09-11
2025-07,FULL,E,country,인도,1781514,2026-09-11
2025-07,D10,E,country,싱가포르,522865,2026-09-11
2025-07,D20,E,country,싱가포르,939104,2026-09-11
2025-07,FULL,E,country,싱가포르,1795829,2026-09-11
2025-07,D10,E,country,홍콩,453565,2026-09-11
2025-07,D20,E,country,홍콩,1009004,2026-09-11
2025-07,FULL,E,country,홍콩,2348329,2026-09-11
2025-07,D10,E,country,말레이시아,371850,2026-09-11
2025-07,D20,E,country,말레이시아,635442,2026-09-11
2025-07,FULL,E,country,말레이시아,1049177,2026-09-11
2025-08,D10,E,country,중국,2872418,2026-09-11
2025-08,D20,E,country,중국,6980704,2026-09-11
2025-08,FULL,E,country,중국,10990269,2026-09-11
2025-08,D10,E,country,미국,2049105,2026-09-11
2025-08,D20,E,country,미국,5003238,2026-09-11
2025-08,FULL,E,country,미국,8718145,2026-09-11
2025-08,D10,E,country,베트남,1642898,2026-09-11
2025-08,D20,E,country,베트남,3479823,2026-09-11
2025-08,FULL,E,country,베트남,5398092,2026-09-11
2025-08,D10,E,country,대만,1151732,2026-09-11
2025-08,D20,E,country,대만,2668125,2026-09-11
2025-08,FULL,E,country,대만,4371509,2026-09-11
2025-08,D10,E,country,유럽연합,954671,2026-09-11
2025-08,D20,E,country,유럽연합,3672176,2026-09-11
2025-08,FULL,E,country,유럽연합,5779829,2026-09-11
2025-08,D10,E,country,싱가포르,928791,2026-09-11
2025-08,D20,E,country,싱가포르,1458040,2026-09-11
2025-08,FULL,E,country,싱가포르,2164627,2026-09-11
2025-08,D10,E,country,일본,539686,2026-09-11
2025-08,D20,E,country,일본,1436544,2026-09-11
2025-08,FULL,E,country,일본,2376746,2026-09-11
2025-08,D10,E,country,홍콩,439061,2026-09-11
2025-08,D20,E,country,홍콩,1049421,2026-09-11
2025-08,FULL,E,country,홍콩,2726867,2026-09-11
2025-08,D10,E,country,인도,364220,2026-09-11
2025-08,D20,E,country,인도,981476,2026-09-11
2025-08,FULL,E,country,인도,1591153,2026-09-11
2025-08,D10,E,country,말레이시아,264801,2026-09-11
2025-08,D20,E,country,말레이시아,549342,2026-09-11
2025-08,FULL,E,country,말레이시아,1039247,2026-09-11
2024-10,D10,I,country,중국,3871595,2026-09-11
2024-10,D20,I,country,중국,7456206,2026-09-11
2024-10,FULL,I,country,중국,12513916,2026-09-11
2024-10,D10,I,country,미국,2226311,2026-09-11
2024-10,D20,I,country,미국,4045145,2026-09-11
2024-10,FULL,I,country,미국,5968731,2026-09-11
2024-10,D10,I,country,일본,1627760,2026-09-11
2024-10,D20,I,country,일본,2784315,2026-09-11
2024-10,FULL,I,country,일본,4378339,2026-09-11
2024-10,D10,I,country,유럽연합,1582265,2026-09-11
2024-10,D20,I,country,유럽연합,3104479,2026-09-11
2024-10,FULL,I,country,유럽연합,5330232,2026-09-11
2024-10,D10,I,country,대만,868737,2026-09-11
2024-10,D20,I,country,대만,1585741,2026-09-11
2024-10,FULL,I,country,대만,2680327,2026-09-11
2024-10,D10,I,country,베트남,834353,2026-09-11
2024-10,D20,I,country,베트남,1590157,2026-09-11
2024-10,FULL,I,country,베트남,2552260,2026-09-11
2024-10,D10,I,country,사우디아라비아,677959,2026-09-11
2024-10,D20,I,country,사우디아라비아,1516103,2026-09-11
2024-10,FULL,I,country,사우디아라비아,2528232,2026-09-11
2024-10,D10,I,country,호주,676152,2026-09-11
2024-10,D20,I,country,호주,1537587,2026-09-11
2024-10,FULL,I,country,호주,2609694,2026-09-11
2024-10,D10,I,country,말레이시아,368723,2026-09-11
2024-10,D20,I,country,말레이시아,824526,2026-09-11
2024-10,FULL,I,country,말레이시아,1215851,2026-09-11
2024-10,D10,I,country,러시아 연방,161738,2026-09-11
2024-10,D20,I,country,러시아 연방,345516,2026-09-11
2024-10,FULL,I,country,러시아 연방,552246,2026-09-11
2024-11,D10,I,country,중국,3380698,2026-09-11
2024-11,D20,I,country,중국,8108781,2026-09-11
2024-11,FULL,I,country,중국,11445747,2026-09-11
2024-11,D10,I,country,미국,1584644,2026-09-11
2024-11,D20,I,country,미국,3802900,2026-09-11
2024-11,FULL,I,country,미국,5438200,2026-09-11
2024-11,D10,I,country,유럽연합,1294969,2026-09-11
2024-11,D20,I,country,유럽연합,3476431,2026-09-11
2024-11,FULL,I,country,유럽연합,5129142,2026-09-11
2024-11,D10,I,country,일본,1283718,2026-09-11
2024-11,D20,I,country,일본,2814432,2026-09-11
2024-11,FULL,I,country,일본,3991867,2026-09-11
2024-11,D10,I,country,호주,905827,2026-09-11
2024-11,D20,I,country,호주,1389044,2026-09-11
2024-11,FULL,I,country,호주,2386134,2026-09-11
2024-11,D10,I,country,대만,801234,2026-09-11
2024-11,D20,I,country,대만,2005428,2026-09-11
2024-11,FULL,I,country,대만,2821020,2026-09-11
2024-11,D10,I,country,사우디아라비아,782922,2026-09-11
2024-11,D20,I,country,사우디아라비아,1517669,2026-09-11
2024-11,FULL,I,country,사우디아라비아,2454789,2026-09-11
2024-11,D10,I,country,베트남,725033,2026-09-11
2024-11,D20,I,country,베트남,1531959,2026-09-11
2024-11,FULL,I,country,베트남,2319319,2026-09-11
2024-11,D10,I,country,말레이시아,422256,2026-09-11
2024-11,D20,I,country,말레이시아,937286,2026-09-11
2024-11,FULL,I,country,말레이시아,1375506,2026-09-11
2024-11,D10,I,country,러시아 연방,160227,2026-09-11
2024-11,D20,I,country,러시아 연방,323379,2026-09-11
2024-11,FULL,I,country,러시아 연방,502982,2026-09-11
2024-12,D10,I,country,중국,4544553,2026-09-11
2024-12,D20,I,country,중국,8847137,2026-09-11
2024-12,FULL,I,country,중국,12382340,2026-09-11
2024-12,D10,I,country,유럽연합,2098261,2026-09-11
2024-12,D20,I,country,유럽연합,4705900,2026-09-11
2024-12,FULL,I,country,유럽연합,6858670,2026-09-11
2024-12,D10,I,country,미국,1983220,2026-09-11
2024-12,D20,I,country,미국,4204651,2026-09-11
2024-12,FULL,I,country,미국,5476550,2026-09-11
2024-12,D10,I,country,일본,1535996,2026-09-11
2024-12,D20,I,country,일본,3168436,2026-09-11
2024-12,FULL,I,country,일본,4476095,2026-09-11
2024-12,D10,I,country,호주,885838,2026-09-11
2024-12,D20,I,country,호주,1747754,2026-09-11
2024-12,FULL,I,country,호주,2288927,2026-09-11
2024-12,D10,I,country,대만,863482,2026-09-11
2024-12,D20,I,country,대만,1854459,2026-09-11
2024-12,FULL,I,country,대만,2911032,2026-09-11
2024-12,D10,I,country,사우디아라비아,856200,2026-09-11
2024-12,D20,I,country,사우디아라비아,1658759,2026-09-11
2024-12,FULL,I,country,사우디아라비아,2681083,2026-09-11
2024-12,D10,I,country,베트남,815827,2026-09-11
2024-12,D20,I,country,베트남,1710355,2026-09-11
2024-12,FULL,I,country,베트남,2455078,2026-09-11
2024-12,D10,I,country,말레이시아,413799,2026-09-11
2024-12,D20,I,country,말레이시아,882724,2026-09-11
2024-12,FULL,I,country,말레이시아,1320471,2026-09-11
2024-12,D10,I,country,러시아 연방,208288,2026-09-11
2024-12,D20,I,country,러시아 연방,388079,2026-09-11
2024-12,FULL,I,country,러시아 연방,534550,2026-09-11
2025-01,D10,I,country,중국,4329717,2026-09-11
2025-01,D20,I,country,중국,7929723,2026-09-11
2025-01,FULL,I,country,중국,11208793,2026-09-11
2025-01,D10,I,country,미국,1993078,2026-09-11
2025-01,D20,I,country,미국,4220187,2026-09-11
2025-01,FULL,I,country,미국,5839341,2026-09-11
2025-01,D10,I,country,호주,1472216,2026-09-11
2025-01,D20,I,country,호주,2078822,2026-09-11
2025-01,FULL,I,country,호주,2906682,2026-09-11
2025-01,D10,I,country,유럽연합,1365792,2026-09-11
2025-01,D20,I,country,유럽연합,2872991,2026-09-11
2025-01,FULL,I,country,유럽연합,4290414,2026-09-11
2025-01,D10,I,country,일본,1192415,2026-09-11
2025-01,D20,I,country,일본,2375672,2026-09-11
2025-01,FULL,I,country,일본,3587345,2026-09-11
2025-01,D10,I,country,사우디아라비아,1115516,2026-09-11
2025-01,D20,I,country,사우디아라비아,1739337,2026-09-11
2025-01,FULL,I,country,사우디아라비아,2482498,2026-09-11
2025-01,D10,I,country,베트남,946752,2026-09-11
2025-01,D20,I,country,베트남,1837113,2026-09-11
2025-01,FULL,I,country,베트남,2564727,2026-09-11
2025-01,D10,I,country,대만,872424,2026-09-11
2025-01,D20,I,country,대만,1545343,2026-09-11
2025-01,FULL,I,country,대만,2227887,2026-09-11
2025-01,D10,I,country,말레이시아,505212,2026-09-11
2025-01,D20,I,country,말레이시아,1035905,2026-09-11
2025-01,FULL,I,country,말레이시아,1350979,2026-09-11
2025-01,D10,I,country,러시아 연방,196786,2026-09-11
2025-01,D20,I,country,러시아 연방,399649,2026-09-11
2025-01,FULL,I,country,러시아 연방,501822,2026-09-11
2025-02,D10,I,country,중국,3036058,2026-09-11
2025-02,D20,I,country,중국,6543548,2026-09-11
2025-02,FULL,I,country,중국,9485141,2026-09-11
2025-02,D10,I,country,미국,2110672,2026-09-11
2025-02,D20,I,country,미국,4299775,2026-09-11
2025-02,FULL,I,country,미국,5739598,2026-09-11
2025-02,D10,I,country,유럽연합,1769932,2026-09-11
2025-02,D20,I,country,유럽연합,3766815,2026-09-11
2025-02,FULL,I,country,유럽연합,5131147,2026-09-11
2025-02,D10,I,country,일본,1628806,2026-09-11
2025-02,D20,I,country,일본,3110425,2026-09-11
2025-02,FULL,I,country,일본,4192448,2026-09-11
2025-02,D10,I,country,대만,948747,2026-09-11
2025-02,D20,I,country,대만,1791786,2026-09-11
2025-02,FULL,I,country,대만,2396498,2026-09-11
2025-02,D10,I,country,사우디아라비아,865600,2026-09-11
2025-02,D20,I,country,사우디아라비아,1603421,2026-09-11
2025-02,FULL,I,country,사우디아라비아,2366254,2026-09-11
2025-02,D10,I,country,베트남,803338,2026-09-11
2025-02,D20,I,country,베트남,1597324,2026-09-11
2025-02,FULL,I,country,베트남,2264974,2026-09-11
2025-02,D10,I,country,호주,762364,2026-09-11
2025-02,D20,I,country,호주,1632761,2026-09-11
2025-02,FULL,I,country,호주,2340709,2026-09-11
2025-02,D10,I,country,말레이시아,425112,2026-09-11
2025-02,D20,I,country,말레이시아,909190,2026-09-11
2025-02,FULL,I,country,말레이시아,1379681,2026-09-11
2025-02,D10,I,country,러시아 연방,160736,2026-09-11
2025-02,D20,I,country,러시아 연방,341800,2026-09-11
2025-02,FULL,I,country,러시아 연방,485544,2026-09-11
2025-03,D10,I,country,중국,3239317,2026-09-11
2025-03,D20,I,country,중국,7332959,2026-09-11
2025-03,FULL,I,country,중국,11377002,2026-09-11
2025-03,D10,I,country,유럽연합,1764416,2026-09-11
2025-03,D20,I,country,유럽연합,3768545,2026-09-11
2025-03,FULL,I,country,유럽연합,6143867,2026-09-11
2025-03,D10,I,country,미국,1664460,2026-09-11
2025-03,D20,I,country,미국,3538813,2026-09-11
2025-03,FULL,I,country,미국,5391830,2026-09-11
2025-03,D10,I,country,일본,1295186,2026-09-11
2025-03,D20,I,country,일본,3015741,2026-09-11
2025-03,FULL,I,country,일본,4579729,2026-09-11
2025-03,D10,I,country,대만,876773,2026-09-11
2025-03,D20,I,country,대만,1876535,2026-09-11
2025-03,FULL,I,country,대만,2912365,2026-09-11
2025-03,D10,I,country,사우디아라비아,825934,2026-09-11
2025-03,D20,I,country,사우디아라비아,1312248,2026-09-11
2025-03,FULL,I,country,사우디아라비아,2400642,2026-09-11
2025-03,D10,I,country,베트남,783710,2026-09-11
2025-03,D20,I,country,베트남,1742442,2026-09-11
2025-03,FULL,I,country,베트남,2604697,2026-09-11
2025-03,D10,I,country,호주,727686,2026-09-11
2025-03,D20,I,country,호주,1605548,2026-09-11
2025-03,FULL,I,country,호주,2550488,2026-09-11
2025-03,D10,I,country,말레이시아,311385,2026-09-11
2025-03,D20,I,country,말레이시아,827250,2026-09-11
2025-03,FULL,I,country,말레이시아,1184820,2026-09-11
2025-03,D10,I,country,러시아 연방,120624,2026-09-11
2025-03,D20,I,country,러시아 연방,293525,2026-09-11
2025-03,FULL,I,country,러시아 연방,436418,2026-09-11
2025-04,D10,I,country,중국,4541642,2026-09-11
2025-04,D20,I,country,중국,7650505,2026-09-11
2025-04,FULL,I,country,중국,12504100,2026-09-11
2025-04,D10,I,country,미국,2283909,2026-09-11
2025-04,D20,I,country,미국,4011967,2026-09-11
2025-04,FULL,I,country,미국,6139710,2026-09-11
2025-04,D10,I,country,일본,1793351,2026-09-11
2025-04,D20,I,country,일본,2921476,2026-09-11
2025-04,FULL,I,country,일본,4477625,2026-09-11
2025-04,D10,I,country,유럽연합,1530563,2026-09-11
2025-04,D20,I,country,유럽연합,3037393,2026-09-11
2025-04,FULL,I,country,유럽연합,5041665,2026-09-11
2025-04,D10,I,country,호주,1022891,2026-09-11
2025-04,D20,I,country,호주,1804576,2026-09-11
2025-04,FULL,I,country,호주,2771097,2026-09-11
2025-04,D10,I,country,대만,932400,2026-09-11
2025-04,D20,I,country,대만,1546046,2026-09-11
2025-04,FULL,I,country,대만,2318181,2026-09-11
2025-04,D10,I,country,베트남,919962,2026-09-11
2025-04,D20,I,country,베트남,1651010,2026-09-11
2025-04,FULL,I,country,베트남,2496615,2026-09-11
2025-04,D10,I,country,사우디아라비아,877451,2026-09-11
2025-04,D20,I,country,사우디아라비아,1309686,2026-09-11
2025-04,FULL,I,country,사우디아라비아,2084771,2026-09-11
2025-04,D10,I,country,말레이시아,490517,2026-09-11
2025-04,D20,I,country,말레이시아,799671,2026-09-11
2025-04,FULL,I,country,말레이시아,1308252,2026-09-11
2025-04,D10,I,country,러시아 연방,202498,2026-09-11
2025-04,D20,I,country,러시아 연방,330292,2026-09-11
2025-04,FULL,I,country,러시아 연방,618842,2026-09-11
2025-05,D10,I,country,중국,3210184,2026-09-11
2025-05,D20,I,country,중국,7230970,2026-09-11
2025-05,FULL,I,country,중국,11339130,2026-09-11
2025-05,D10,I,country,미국,1805472,2026-09-11
2025-05,D20,I,country,미국,4305344,2026-09-11
2025-05,FULL,I,country,미국,6773649,2026-09-11
2025-05,D10,I,country,유럽연합,1362664,2026-09-11
2025-05,D20,I,country,유럽연합,3160915,2026-09-11
2025-05,FULL,I,country,유럽연합,5246886,2026-09-11
2025-05,D10,I,country,대만,824869,2026-09-11
2025-05,D20,I,country,대만,1670478,2026-09-11
2025-05,FULL,I,country,대만,2436079,2026-09-11
2025-05,D10,I,country,일본,813017,2026-09-11
2025-05,D20,I,country,일본,2151399,2026-09-11
2025-05,FULL,I,country,일본,3558731,2026-09-11
2025-05,D10,I,country,사우디아라비아,739649,2026-09-11
2025-05,D20,I,country,사우디아라비아,1394354,2026-09-11
2025-05,FULL,I,country,사우디아라비아,2054506,2026-09-11
2025-05,D10,I,country,베트남,719514,2026-09-11
2025-05,D20,I,country,베트남,1505091,2026-09-11
2025-05,FULL,I,country,베트남,2366380,2026-09-11
2025-05,D10,I,country,호주,591262,2026-09-11
2025-05,D20,I,country,호주,1572208,2026-09-11
2025-05,FULL,I,country,호주,2473402,2026-09-11
2025-05,D10,I,country,말레이시아,365797,2026-09-11
2025-05,D20,I,country,말레이시아,730457,2026-09-11
2025-05,FULL,I,country,말레이시아,1103601,2026-09-11
2025-05,D10,I,country,러시아 연방,174964,2026-09-11
2025-05,D20,I,country,러시아 연방,355237,2026-09-11
2025-05,FULL,I,country,러시아 연방,510577,2026-09-11
2025-06,D10,I,country,중국,3826703,2026-09-11
2025-06,D20,I,country,중국,7993375,2026-09-11
2025-06,FULL,I,country,중국,11498332,2026-09-11
2025-06,D10,I,country,미국,2034446,2026-09-11
2025-06,D20,I,country,미국,4398175,2026-09-11
2025-06,FULL,I,country,미국,5986429,2026-09-11
2025-06,D10,I,country,유럽연합,1832719,2026-09-11
2025-06,D20,I,country,유럽연합,3788727,2026-09-11
2025-06,FULL,I,country,유럽연합,5714314,2026-09-11
2025-06,D10,I,country,일본,1368511,2026-09-11
2025-06,D20,I,country,일본,2843438,2026-09-11
2025-06,FULL,I,country,일본,4054965,2026-09-11
2025-06,D10,I,country,대만,935262,2026-09-11
2025-06,D20,I,country,대만,2015689,2026-09-11
2025-06,FULL,I,country,대만,2829567,2026-09-11
2025-06,D10,I,country,베트남,883511,2026-09-11
2025-06,D20,I,country,베트남,1738145,2026-09-11
2025-06,FULL,I,country,베트남,2545012,2026-09-11
2025-06,D10,I,country,사우디아라비아,692464,2026-09-11
2025-06,D20,I,country,사우디아라비아,1858028,2026-09-11
2025-06,FULL,I,country,사우디아라비아,2313436,2026-09-11
2025-06,D10,I,country,호주,656181,2026-09-11
2025-06,D20,I,country,호주,1418694,2026-09-11
2025-06,FULL,I,country,호주,2103128,2026-09-11
2025-06,D10,I,country,말레이시아,397034,2026-09-11
2025-06,D20,I,country,말레이시아,868467,2026-09-11
2025-06,FULL,I,country,말레이시아,1242515,2026-09-11
2025-06,D10,I,country,러시아 연방,101594,2026-09-11
2025-06,D20,I,country,러시아 연방,250764,2026-09-11
2025-06,FULL,I,country,러시아 연방,410072,2026-09-11
2025-07,D10,I,country,중국,4666860,2026-09-11
2025-07,D20,I,country,중국,8069547,2026-09-11
2025-07,FULL,I,country,중국,12422355,2026-09-11
2025-07,D10,I,country,미국,2446920,2026-09-11
2025-07,D20,I,country,미국,4387545,2026-09-11
2025-07,FULL,I,country,미국,6418521,2026-09-11
2025-07,D10,I,country,유럽연합,2170116,2026-09-11
2025-07,D20,I,country,유럽연합,3681586,2026-09-11
2025-07,FULL,I,country,유럽연합,5865480,2026-09-11
2025-07,D10,I,country,일본,1604667,2026-09-11
2025-07,D20,I,country,일본,2762601,2026-09-11
2025-07,FULL,I,country,일본,4103441,2026-09-11
2025-07,D10,I,country,호주,982993,2026-09-11
2025-07,D20,I,country,호주,1689532,2026-09-11
2025-07,FULL,I,country,호주,2574826,2026-09-11
2025-07,D10,I,country,베트남,946981,2026-09-11
2025-07,D20,I,country,베트남,1751378,2026-09-11
2025-07,FULL,I,country,베트남,2879055,2026-09-11
2025-07,D10,I,country,대만,926978,2026-09-11
2025-07,D20,I,country,대만,1799956,2026-09-11
2025-07,FULL,I,country,대만,2944924,2026-09-11
2025-07,D10,I,country,사우디아라비아,822259,2026-09-11
2025-07,D20,I,country,사우디아라비아,1689869,2026-09-11
2025-07,FULL,I,country,사우디아라비아,2241789,2026-09-11
2025-07,D10,I,country,말레이시아,467908,2026-09-11
2025-07,D20,I,country,말레이시아,782238,2026-09-11
2025-07,FULL,I,country,말레이시아,1213124,2026-09-11
2025-07,D10,I,country,러시아 연방,264852,2026-09-11
2025-07,D20,I,country,러시아 연방,415417,2026-09-11
2025-07,FULL,I,country,러시아 연방,731246,2026-09-11
2025-08,D10,I,country,중국,3231376,2026-09-11
2025-08,D20,I,country,중국,7679464,2026-09-11
2025-08,FULL,I,country,중국,11556618,2026-09-11
2025-08,D10,I,country,미국,1694735,2026-09-11
2025-08,D20,I,country,미국,3901588,2026-09-11
2025-08,FULL,I,country,미국,5981182,2026-09-11
2025-08,D10,I,country,유럽연합,1451367,2026-09-11
2025-08,D20,I,country,유럽연합,3278204,2026-09-11
2025-08,FULL,I,country,유럽연합,5015956,2026-09-11
2025-08,D10,I,country,일본,1244205,2026-09-11
2025-08,D20,I,country,일본,2357687,2026-09-11
2025-08,FULL,I,country,일본,3626223,2026-09-11
2025-08,D10,I,country,사우디아라비아,1099525,2026-09-11
2025-08,D20,I,country,사우디아라비아,1768438,2026-09-11
2025-08,FULL,I,country,사우디아라비아,2817172,2026-09-11
2025-08,D10,I,country,베트남,865007,2026-09-11
2025-08,D20,I,country,베트남,1980523,2026-09-11
2025-08,FULL,I,country,베트남,2952369,2026-09-11
2025-08,D10,I,country,대만,855062,2026-09-11
2025-08,D20,I,country,대만,2082927,2026-09-11
2025-08,FULL,I,country,대만,2800398,2026-09-11
2025-08,D10,I,country,호주,754994,2026-09-11
2025-08,D20,I,country,호주,1664652,2026-09-11
2025-08,FULL,I,country,호주,2400638,2026-09-11
2025-08,D10,I,country,말레이시아,338304,2026-09-11
2025-08,D20,I,country,말레이시아,887009,2026-09-11
2025-08,FULL,I,country,말레이시아,1340621,2026-09-11
2025-08,D10,I,country,러시아 연방,236489,2026-09-11
2025-08,D20,I,country,러시아 연방,472230,2026-09-11
2025-08,FULL,I,country,러시아 연방,716558,2026-09-11
2023-09,D10,E,total,TOTAL,14906293,2026-09-11
2023-09,D20,E,total,TOTAL,35968700,2026-09-11
2023-09,FULL,E,total,TOTAL,54650691,2026-09-11
2023-10,D10,E,total,TOTAL,11495533,2026-09-11
2023-10,D20,E,total,TOTAL,33739771,2026-09-11
2023-10,FULL,E,total,TOTAL,54989950,2026-09-11
2023-11,D10,E,total,TOTAL,18129507,2026-09-11
2023-11,D20,E,total,TOTAL,33647826,2026-09-11
2023-11,FULL,E,total,TOTAL,55561090,2026-09-11
2023-12,D10,E,total,TOTAL,15633586,2026-09-11
2023-12,D20,E,total,TOTAL,37729966,2026-09-11
2023-12,FULL,E,total,TOTAL,57573193,2026-09-11
2024-01,D10,E,total,TOTAL,15422243,2026-09-11
2024-01,D20,E,total,TOTAL,33319854,2026-09-11
2024-01,FULL,E,total,TOTAL,54709823,2026-09-11
2024-02,D10,E,total,TOTAL,14757600,2026-09-11
2024-02,D20,E,total,TOTAL,30436349,2026-09-11
2024-02,FULL,E,total,TOTAL,52076390,2026-09-11
2024-03,D10,E,total,TOTAL,13481826,2026-09-11
2024-03,D20,E,total,TOTAL,34008930,2026-09-11
2024-03,FULL,E,total,TOTAL,56518309,2026-09-11
2024-04,D10,E,total,TOTAL,16351815,2026-09-11
2024-04,D20,E,total,TOTAL,35745087,2026-09-11
2024-04,FULL,E,total,TOTAL,56148299,2026-09-11
2024-05,D10,E,total,TOTAL,16844225,2026-09-11
2024-05,D20,E,total,TOTAL,32744481,2026-09-11
2024-05,FULL,E,total,TOTAL,58020557,2026-09-11
2024-06,D10,E,total,TOTAL,14683823,2026-09-11
2024-06,D20,E,total,TOTAL,35696916,2026-09-11
2024-06,FULL,E,total,TOTAL,57341634,2026-09-11
2024-07,D10,E,total,TOTAL,17723084,2026-09-11
2024-07,D20,E,total,TOTAL,36881422,2026-09-11
2024-07,FULL,E,total,TOTAL,57458788,2026-09-11
2024-08,D10,E,total,TOTAL,15369466,2026-09-11
2024-08,D20,E,total,TOTAL,33003156,2026-09-11
2024-08,FULL,E,total,TOTAL,57642924,2026-09-11
2023-09,D10,E,item,반도체,2500647,2026-09-11
2023-09,D20,E,item,반도체,5928978,2026-09-11
2023-09,FULL,E,item,반도체,10058864,2026-09-11
2023-09,D10,E,item,석유제품,1436560,2026-09-11
2023-09,D20,E,item,석유제품,2997891,2026-09-11
2023-09,FULL,E,item,석유제품,4948551,2026-09-11
2023-09,D10,E,item,승용차,1403510,2026-09-11
2023-09,D20,E,item,승용차,3262194,2026-09-11
2023-09,FULL,E,item,승용차,4986770,2026-09-11
2023-09,D10,E,item,철강제품,1063808,2026-09-11
2023-09,D20,E,item,철강제품,2628876,2026-09-11
2023-09,FULL,E,item,철강제품,3997324,2026-09-11
2023-09,D10,E,item,무선통신기기,650003,2026-09-11
2023-09,D20,E,item,무선통신기기,1262291,2026-09-11
2023-09,FULL,E,item,무선통신기기,1878436,2026-09-11
2023-09,D10,E,item,자동차부품,516292,2026-09-11
2023-09,D20,E,item,자동차부품,1301054,2026-09-11
2023-09,FULL,E,item,자동차부품,1880018,2026-09-11
2023-09,D10,E,item,정밀기기,293633,2026-09-11
2023-09,D20,E,item,정밀기기,684846,2026-09-11
2023-09,FULL,E,item,정밀기기,1021259,2026-09-11
2023-09,D10,E,item,선박,219946,2026-09-11
2023-09,D20,E,item,선박,1152242,2026-09-11
2023-09,FULL,E,item,선박,1276528,2026-09-11
2023-09,D10,E,item,가전제품,200920,2026-09-11
2023-09,D20,E,item,가전제품,528487,2026-09-11
2023-09,FULL,E,item,가전제품,754352,2026-09-11
2023-09,D10,E,item,컴퓨터주변기기,166586,2026-09-11
2023-09,D20,E,item,컴퓨터주변기기,435260,2026-09-11
2023-09,FULL,E,item,컴퓨터주변기기,741108,2026-09-11
2023-10,D10,E,item,반도체,2106581,2026-09-11
2023-10,D20,E,item,반도체,5215242,2026-09-11
2023-10,FULL,E,item,반도체,9061404,2026-09-11
2023-10,D10,E,item,석유제품,1480258,2026-09-11
2023-10,D20,E,item,석유제품,3503786,2026-09-11
2023-10,FULL,E,item,석유제품,5212322,2026-09-11
2023-10,D10,E,item,승용차,1078963,2026-09-11
2023-10,D20,E,item,승용차,3298181,2026-09-11
2023-10,FULL,E,item,승용차,5705540,2026-09-11
2023-10,D10,E,item,철강제품,735482,2026-09-11
2023-10,D20,E,item,철강제품,2372323,2026-09-11
2023-10,FULL,E,item,철강제품,3809956,2026-09-11
2023-10,D10,E,item,무선통신기기,570755,2026-09-11
2023-10,D20,E,item,무선통신기기,1366428,2026-09-11
2023-10,FULL,E,item,무선통신기기,2148541,2026-09-11
2023-10,D10,E,item,자동차부품,323670,2026-09-11
2023-10,D20,E,item,자동차부품,1045964,2026-09-11
2023-10,FULL,E,item,자동차부품,1701366,2026-09-11
2023-10,D10,E,item,선박,247196,2026-09-11
2023-10,D20,E,item,선박,1617219,2026-09-11
2023-10,FULL,E,item,선박,2751456,2026-09-11
2023-10,D10,E,item,정밀기기,217387,2026-09-11
2023-10,D20,E,item,정밀기기,622777,2026-09-11
2023-10,FULL,E,item,정밀기기,985390,2026-09-11
2023-10,D10,E,item,컴퓨터주변기기,182058,2026-09-11
2023-10,D20,E,item,컴퓨터주변기기,440823,2026-09-11
2023-10,FULL,E,item,컴퓨터주변기기,722284,2026-09-11
2023-10,D10,E,item,가전제품,153392,2026-09-11
2023-10,D20,E,item,가전제품,447645,2026-09-11
